# File format:
#   - 1 line per command
#   - lines starting with # or space are ignored
#   - 15 fields required, space as separator
#   - fields:
#     - time (in seconds, relative to the start of the program)
#     - side 1 blower speed
#     - side 2 nozzle position x 6
#     - side 2 blower speed
#     - side 2 nozzle position x 6

# Start all closed
0 30 0 0 0 0 0 0 30 0 0 0 0 0 0

# After 10 seconds, test side 1
10 100 255 0 0 0 0 0 30 0 0 0 0 0 0
15 100 0 255 0 0 0 0 30 0 0 0 0 0 0
20 100 0 0 255 0 0 0 30 0 0 0 0 0 0
25 100 0 0 0 255 0 0 30 0 0 0 0 0 0
30 100 0 0 0 0 255 0 30 0 0 0 0 0 0
35 100 0 0 0 0 0 255 30 0 0 0 0 0 0

# After 40 seconds, test side 2
40 30 0 0 0 0 0 0 100 255 0 0 0 0 0
45 30 0 0 0 0 0 0 100 0 255 0 0 0 0
50 30 0 0 0 0 0 0 100 0 0 255 0 0 0
55 30 0 0 0 0 0 0 100 0 0 0 255 0 0
60 30 0 0 0 0 0 0 100 0 0 0 0 255 0
65 30 0 0 0 0 0 0 100 0 0 0 0 0 255

# Spin down
70 0 0 0 0 0 0 0 0 0 0 0 0 0 0
